,Author,Books,Year Published,Pages
580,Gary Johnson,Lighthouse Keeper,1630,1566
581,Ted Smith,Warrior's Heart,2006,3469
582,Ernest Torres,Silence of the Lambs,1649,750
583,Michelle Johnson,Tears of a Clown,1544,2706
584,Jeffrey Williams,Mirror of Truth,1924,1491
585,Kenneth May,Martian,1915,1172
586,Dana Huff,Martian,1967,4370
587,John Thomas,Lord of the Rings,1777,3225
588,Kevin Ellis,Edge of Tomorrow,1924,4383
589,Sandra Craig,Enchanted Castle,1798,3377
590,Dana Huff,Mask of Deception,1737,2351
591,Sherry Bennett,Fire Within,1688,4629
592,James Ross,Queen's Gambit,1776,3507
593,Gary Johnson,Fire Within,1684,2075
594,Michelle Johnson,Time Traveler's Wife,1663,1761
595,Randy Parker,Queen's Necklace,1859,130
596,Richard Freeman,Blood of Our Fathers,1897,4563
597,John Ryan,Phantom of the Opera,1575,2888
598,Maria Webb,White Queen,1547,3201
599,Rosemary Lucas,Queen's Gambit,1795,1769
600,Teresa Ray,Handmaid's Tale,1910,2257
601,Kelly Franklin,Song of Achilles,1540,1404
602,Randy Parker,Da Vinci Code,1691,3864
603,Frances Rose,Edge of Tomorrow,1787,2509
604,Teresa Ray,Night Circus,1612,948
605,Erin Gonzales,Last Train Home,1775,3653
606,Christine Miles,Sands of Time,1680,2227
607,John Thomas,Secret Life of Bees,1574,1064
608,Paul White,Witch of Blackbird Pond,1804,424
609,Randy Parker,Girl with the Dragon Tattoo,1711,2420
610,John Thomas,Enigma of Love,1686,4392
611,Frances Rose,Last Train Home,1511,4988
612,Randy Parker,Whispers in the Dark,1568,1186
613,Jacqueline Brown,Knight's Code,1798,2111
614,Robert Barrett,Whispers in the Dark,1601,1309
615,Michael Smith,Clockwork Angel,1707,1568
616,Jeffrey Williams,Shac,1903,434
617,Victoria Brown,Glass Castle,1743,3956
618,Patricia Simpson,Road,1674,865
619,William Doyle,Lord of the Rings,1665,270
620,Edward May,Edge of Tomorrow,1706,934
621,Lisa Rios,Enigma of Love,1970,3852
622,Erin Gonzales,In the Arms of the Sea,1856,3313
623,Lauren Holland,Beneath the Silver Moon,1849,3100
624,Kenneth May,Beyond the Horizon,1695,4970
625,Tracey Walker,Clockwork Angel,1939,1245
626,James Ross,Mirror of Truth,1631,2928
627,Beatrice Ortiz,Maze Runner,1876,1178
628,Delores Brown,Emerald Isle,1633,4711
629,Delores Brown,Secret Society,1668,2929
630,Deanna Owens,Valley of Dreams,1673,1942
631,Thomas Simmons,Enigma of Love,1987,609
632,Jeffrey Williams,Tears of a Clown,1909,2158
633,James Ross,Ruby Red Door,1817,3744
634,Nancy Horton,Edge of Tomorrow,1924,2853
635,John Ryan,Witching Hour,1746,837
636,Edward May,Blood Red Rose,1548,4156
637,Frances Rose,Beyond the Horizon,1668,2022
638,Sandra Craig,Forbidden Forest,1883,4478
639,Leah Manning,Emerald City,1613,495
640,Lauren Holland,Midnight Serenade,1597,4101
641,Robert Evans,Shades of Grey,1515,4933
642,Kevin Ellis,Great Gatsby,1572,2739
643,Wayne Morrison,Curse of the Pharaohs,1687,813
644,Albert Mills,Fault in Our Stars,1843,2236
645,Bernard Brown,White Queen,1596,4549
646,Kevin Ellis,Night Circus,1762,1959
647,Nancy Horton,Song of Achilles,1682,1111
648,Nancy Horton,Secret Garden,2009,4013
649,Deanna Owens,Mask of Deception,1713,1449
650,Delores Brown,Midnight Garden,1759,2056
651,Janet Baldwin,Midnight Serenade,1996,2330
652,Thomas Cain,Emerald Isle,1594,2496
653,Virginia Jackson,Midnight Garden,1811,4945
654,Kenneth May,Echoes of the Past,1853,3272
655,Deanna Owens,Shadow of the Moon,1756,869
656,Edward May,Lighthouse Keeper,1721,1228
657,Timothy Griffin,Midnight Carnival,1783,3741
658,Richard Freeman,Dance with Destiny,1760,4512
659,William Hamilton,Last Train Home,1817,3940
660,Edward May,Lovely Bones,1567,1993
661,Albert Mills,Sands of Time,1500,3119
662,Ernest Torres,Fire Within,1607,2333
663,Bernard Brown,Beyond the Horizon,1890,2667
664,Albert Mills,Girl with the Sapphire Eyes,2006,2272
665,Patricia Simpson,Tears of a Clown,1765,2202
666,Carol Sullivan,Lord of the Rings,1650,4521
667,Dana Huff,Island of Secrets,1781,1668
668,John Thomas,Sands of Time,1570,1756
669,Thomas Simmons,Silent Forest,1666,3742
670,James Ross,Help,1850,2282
671,Michael Smith,Glass Castle,1881,995
672,Diana Terry,Emerald Isle,2017,3495
673,Lydia Martinez,Cursed Castle,1915,1785
674,William Hamilton,Dark Tower,1760,1384
675,Eric Davis,Knight's Code,1575,4212
676,Wendy Walton,Maze Runner,1673,1098
677,Anthony Davis,Moonlit Path,1957,1201
678,Ella Harrison,Dragon's Lair,1641,517
679,Ernest Torres,Secret Society,1655,123
680,Kimberly Medina,Pirate's Treasure,1904,2212
681,Judy Rose,Silence of the Lambs,1903,3001
682,Virginia Jackson,Edge of Tomorrow,1583,2294
683,Mary Abbott,Shadow of the Moon,1950,1654
684,Mary Graham,Cursed Castle,1944,915
685,Lauren Holland,River of Dreams,1578,4082
686,Jeffrey Bowers,Blood of Our Fathers,1619,202
687,Randy Parker,Golden Child,1980,1547
688,Cindy Gilbert,Help,1907,783
689,Janet Baldwin,Golden Child,1832,3027
690,Helen Hernandez,Secret Garden,1670,2082
691,Virginia Jackson,Book Thief,1704,1196
692,Deanna Owens,Time Traveler's Wife,1593,1948
693,William Doyle,In the Arms of the Sea,1835,2781
694,Howard Jenkins,Queen's Necklace,1822,1836
695,Kelly Franklin,Mirror of Truth,1867,234
696,Jeffrey Bowers,Emerald City,1972,1520
697,Helen Hernandez,Fault in Our Stars,1543,1687
698,Jeffrey Bowers,Secret Key,1699,3193
699,Christine Miles,Lighthouse Keeper,1697,1427
700,Ann Henderson,Queen's Gambit,1769,2458
701,Emily Moore,Girl on the Train,1704,3175
702,James Ross,Phantom of the Opera,1620,3442
703,Richard Garcia,Twist of Fate,1835,4554
704,Maria Webb,Glass Castle,1676,857
705,Gary Johnson,Mask of Deception,1550,1614
706,Nancy Horton,Golden Compass,1703,3377
707,Wayne Morrison,Girl with the Dragon Tattoo,1591,1657
708,Ernest Torres,Witch of Blackbird Pond,1783,443
709,Megan Knight,Beneath the Silver Moon,1879,4189
710,Jeffrey Bowers,Enchanted Princess,1856,2823
711,Victor Davis,Enchanted Castle,1842,4347
712,Diana Terry,Rising Sun,1857,1756
713,Megan Knight,Secret Life of Bees,1712,481
714,Charles Johnson,Lighthouse Keeper,1505,378
715,Michelle Wis,Book Thief,2001,3400
716,Kelly Franklin,Hunger Games,1846,2580
717,Anthony Lee,Tears of a Clown,1570,3074
718,William Doyle,Shac,1518,2097
719,Connie Howell,In the Arms of the Sea,1737,1308
720,Leonard Stevenson,Island of Secrets,1966,543
721,Michael Martinez,Lost City of Atlantis,1816,3945
722,Anthony Davis,Midnight Carnival,1778,1561
723,Connie Howell,Alchemist,1539,2533
724,Rita Powell,Fault in Our Stars,1617,3796
725,Rita Powell,Last Train Home,1973,3519
726,Megan Knight,Book Thief,1805,930
727,Richard Freeman,Song of Achilles,1813,4283
728,Jessie Bowman,Whispers in the Dark,1548,4984
729,Kenneth May,Dragon's Roar,1941,2046
730,Leonard Stevenson,Tears of the Moon,1662,1165
731,Mary Graham,Queen's Gambit,1724,521
732,Paul Graham,Martian,1754,1075
733,Wilma Jackson,Book Thief,1911,2590
734,Wilma Jackson,Song of Ice and Fire,1945,1527
735,Janet Baldwin,Forgotten Realm,1867,1214
736,Emily Moore,Black Cat,1930,3071
737,Anthony Davis,Lovely Bones,1724,496
738,Sherry Bennett,River of Dreams,1848,1338
739,Jeffrey Bowers,Song of Ice and Fire,1638,3907
740,Ashley Doyle,Tears of a Clown,1673,3785
741,Edward May,Beyond the Horizon,1827,3813
742,Dana Huff,Lord of the Rings,1865,1805
743,Richard Garcia,Dragon's Lair,1869,3089
744,Nancy Horton,Queen's Necklace,1672,4477
745,Robert Barrett,Warrior's Heart,1922,725
746,Sherry Bennett,Fire Within,1896,3251
747,Judy Rose,Girl with the Sapphire Eyes,1759,4827
748,Laura Hernandez,Hunger Games,1689,496
749,Eva Wright,Midnight Carnival,2003,356
750,Cindy Gilbert,Emerald City,1738,340
751,Carole Kelly,Rising Sun,1722,1750
752,Rosemary Wright,Rising Sun,1653,242
753,Dana Huff,Forbidden Forest,1615,3291
754,Christine Miles,Night Circus,1806,1824
755,Ernest Torres,Sands of Time,1521,519
756,Timothy Griffin,Dragon's Roar,1987,2497
757,Paul Graham,Da Vinci Code,1932,2618
758,Anthony Davis,Catcher in the Rye,1844,498
759,Frances Rose,Lost Kingdom,1988,1998
760,Hazel Greer,Maze Runner,1965,2581
761,John Ryan,Mask of Deception,1544,4647
762,Eric Davis,Edge of Tomorrow,1712,4533
763,John Ryan,Road,1834,2538
764,Diane Robbins,Hunger Games,1922,1059
765,Christine Miles,Handmaid's Tale,1559,4460
766,Janet Baldwin,Moonlit Path,1972,1195
767,Carol Sullivan,Midnight Carnival,1739,3554
768,Gregory Gibbs,Whispering Wind,2003,1826
769,Michael Patterson,Wonders of the World,1717,2306
770,Mary Abbott,White Queen,1944,3115
771,Robert Evans,Dragon's Lair,1969,2850
772,Sandra Craig,Dragon's Roar,1886,1221
773,Linda Ward,In the Arms of the Sea,1954,1793
774,Randy Parker,Blood of Our Fathers,1938,4628
775,Wendy Walton,Witch of Blackbird Pond,1917,2996
776,Charles Johnson,Enigma of Love,1734,3739
777,Tracey Walker,Girl with the Dragon Tattoo,1661,450
778,Judy Rose,Queen's Necklace,1829,4503
779,Tracey Walker,Crown of Thorns,1677,4546
780,Paul White,Lighthouse Keeper,1780,2243
781,James Hill,Heart of the Forest,1839,889
782,Michael Martinez,Witch of Blackbird Pond,1827,3009
783,Mary Abbott,Wonders of the World,1834,3898
784,Jeffrey Williams,River of Dreams,1840,1923
785,Jeffrey Williams,Night Circus,1826,3787
786,Rosemary Wright,Dragon's Roar,1638,4886
787,Richard Garcia,Art of Deception,1686,3338
788,Diane Robbins,Echoes of the Past,1562,3422
789,Linda Ward,Black Cat,1587,2625
790,Juan Thompson,Golden Compass,1541,3289
791,Richard Garcia,Queen's Gambit,1660,1137
792,Linda Ward,Enchanted Princess,1627,4968
793,Juan Thompson,Martian,1562,4510
794,Mary Graham,Last Voyage,1982,303
795,Helen Hernandez,Witch of Blackbird Pond,1630,883
796,Rosemary Wright,Midnight Serenade,1936,4718
797,Patrick Hall,Heart of the Forest,1877,1041
798,Beatrice Ortiz,Silence of the Lambs,1766,943
799,Janet Baldwin,Lost City of Atlantis,1945,2924
800,Thomas Cain,Forgotten Realm,1650,3512
801,Patricia Meyer,Enchanted Castle,1697,4902
802,Melissa Hall,White Queen,1813,287
803,Kenneth May,Dragon's Roar,1946,2628
804,Victoria Brown,Rising Sun,1573,4318
805,Ted Smith,Alchemist,1811,1781
806,Timothy Griffin,Alchemist,1796,4210
807,Linda Ward,Twist of Fate,2013,3423
808,Thomas Simmons,Curse of the Pharaohs,1771,3037
809,Gregory Gibbs,Echoes of the Past,1539,725
810,Wendy Walton,Island of Secrets,1854,2005
811,Mary Graham,Girl with the Dragon Tattoo,2012,3567
812,John Ryan,Tears of a Clown,1885,620
813,Wayne Morrison,Island of Secrets,1559,4900
814,Robert Barrett,Heart of the Forest,1932,2945
815,Anthony Lee,Mists of Avalon,1548,2900
816,Ashley Doyle,Midnight Garden,1901,2292
817,Jacqueline Brown,Mists of Avalon,1583,749
818,Laura Hernandez,Queen's Necklace,1906,4512
819,Gregory Gibbs,Giver,1536,3829
820,Erin Gonzales,Twist of Fate,1614,2225
821,Erin Gonzales,Martian,1977,1212
822,Cindy Gilbert,Silent Forest,1659,3206
823,Beatrice Ortiz,Road,1898,3547
824,Helen Hernandez,Ruby Red Door,1564,1992
825,Virginia Jackson,Knight's Code,1938,1169
826,Randy Parker,Twist of Fate,1763,2703
827,Victor Davis,Alchemist,1928,3166
828,Lydia Martinez,Art of Deception,1759,3675
829,Judy Rose,Dragon's Lair,1509,4451
830,Barbara Farmer,Whispers in the Dark,1881,757
831,Wilma Jackson,Kite Runner,1817,1398
832,Beatrice Ortiz,White Queen,1509,4666
833,Michelle Wis,Lovely Bones,1680,3589
834,William Doyle,Dragon's Lair,1757,2320
835,Michael Smith,Lost City of Atlantis,1606,3663
836,Richard Garcia,Da Vinci Code,1877,3218
837,Paul Graham,Twist of Fate,1610,2004
838,Emily Moore,Lighthouse Keeper,1635,1891
839,William Doyle,Witch of Blackbird Pond,1728,2321
840,Linda Ward,Beyond the Horizon,1755,3281
841,Michelle Johnson,Witching Hour,1841,3200
842,Robert Barrett,Silver Lining,1845,4656
843,Eric Davis,Book Thief,1769,3483
844,Victoria Brown,River of Dreams,1922,1157
845,Howard Jenkins,Secrets We Keep,1659,369
846,Emily Moore,Moonlit Path,1663,3432
847,Mary Abbott,Beyond the Horizon,1832,123
848,Emily Moore,Crystal Caves,1637,220
849,Howard Jenkins,Sands of Time,1520,2590
850,Patricia Meyer,Giver,1609,4595
851,Rosemary Lucas,Great Gatsby,1950,247
852,Linda Ward,Lighthouse Keeper,1644,2826
853,Janet Baldwin,Silver Lining,1534,680
854,Leonard Stevenson,Hunger Games,1887,1914
855,James Hill,Cursed Castle,1621,1544
856,Deanna Owens,Help,1719,4250
857,Evelyn Smith,Dragon's Eye,1991,4845
858,Janet Baldwin,Crystal Caves,1518,1799
859,Thomas Simmons,Lost Kingdom,1857,1242
860,Connie Howell,Forbidden Forest,2005,180
861,Hazel Greer,Lord of the Rings,1754,3602
862,Gary Johnson,Shac,1699,3644
863,Anthony Lee,Maze Runner,1529,3528
864,Bernard Brown,Book of Miracles,1913,3613
865,Delores Brown,Road,1984,2982
866,Michael Martinez,Silent Forest,1952,431
867,Jeffrey Williams,Glass Castle,1622,3074
868,Randy Parker,Cursed Castle,1539,4274
869,Emily Moore,Midnight Serenade,1777,3765
870,Bernard Brown,Lord of the Rings,1640,570
871,Hazel Greer,Knight's Code,1502,3149
872,Jacqueline Brown,Great Gatsby,1601,1499
873,Derrick Brady,Queen's Necklace,1902,969
874,Melissa Hall,Sands of Time,1933,1822
875,Paul White,Alchemist,1735,3868
876,Robert Barrett,Curse of the Pharaohs,1806,1082
877,Cindy Gilbert,Art of Deception,1995,4398
878,Eric Davis,Mists of Avalon,1822,2791
879,Megan Knight,Cursed Castle,1791,3725
880,William Ortiz,Secret Life of Bees,1844,4554
881,Cindy Gilbert,Help,1981,886
882,Janet Baldwin,Glass Castle,1577,2613
883,Timothy Griffin,Book Thief,1722,2662
884,Eva Wright,Shac,1647,4588
885,Nancy Horton,River of Dreams,1825,3479
886,John Ryan,Golden Compass,1601,3435
887,Michael Smith,Dragon's Roar,1861,1287
888,Thomas Simmons,Catcher in the Rye,1532,3375
889,William Ortiz,Golden Compass,1545,4991
890,Ann Henderson,In the Arms of the Sea,1762,3177
891,Mary Graham,Island of Secrets,1646,2772
892,Michael Smith,Song of Achilles,1762,4975
893,Robert Barrett,Enchanted Castle,1740,2352
894,Bernard Brown,Heart of the Forest,1692,2006
895,Victor Davis,Echoes of the Past,1526,2484
896,Richard Garcia,Warrior's Heart,1663,1472
897,Maria Webb,Kite Runner,1503,4905
898,Eva Wright,Da Vinci Code,1786,2074
899,Robert Evans,Emerald Isle,1632,993
900,Wilma Jackson,Forgotten Realm,1642,2564
901,Jeffrey Bowers,Shades of Grey,1892,907
902,Thomas Cain,Midnight Garden,1967,1750
903,Rosemary Wright,Twist of Fate,1864,1463
904,Timothy Griffin,River of Dreams,2023,609
905,Beatrice Ortiz,Blood Red Rose,1770,121
906,Richard Freeman,Girl on the Train,1654,2896
907,Sandra Craig,Sands of Time,1901,2331
908,Hazel Greer,Dark Tower,1620,947
909,Michelle Wis,Great Gatsby,1506,762
910,Diane Robbins,Kite Runner,1753,2688
911,Thomas Simmons,Wonders of the World,1546,2783
912,Patricia Simpson,Forbidden Forest,1850,922
913,Tyrone Evans,Secret Key,1710,2574
914,Rita Powell,Girl on the Train,1985,1964
915,Dana Huff,Shadow of the Moon,2013,773
916,Dana Huff,Ruby Red Door,1516,605
917,William Hamilton,Dragon's Eye,1909,1853
918,Victoria Brown,Midnight Garden,1775,2300
919,Deanna Owens,Art of Deception,1600,2752
920,Howard Jenkins,Kite Runner,1967,3850
921,Cindy Gilbert,Beyond the Horizon,1821,2147
922,Carole Kelly,Glass Castle,1859,1841
923,Michael Patterson,Tears of the Moon,1713,4647
924,Melissa Hall,Giver,1650,3562
925,Deanna Owens,Queen's Gambit,1949,1853
926,Robert Barrett,Whispering Wind,1771,3347
927,Nancy Horton,Shadow of the Moon,1735,2304
928,Rosemary Lucas,Girl on the Train,2023,2963
929,Jacqueline Brown,Dragon's Eye,1758,1456
930,Ted Smith,Last Voyage,1609,992
931,Maria Webb,Tears of a Clown,1506,1159
932,Connie Howell,Help,1577,763
933,Jessie Bowman,Secrets We Keep,1814,3426
934,Laura Hernandez,Help,1765,4064
935,Emily Moore,Mists of Avalon,1820,3386
936,John Thomas,Song of Achilles,1756,4699
937,Kelly Franklin,Shac,1760,862
938,Albert Mills,Lost City of Atlantis,1930,1475
939,Janet Baldwin,Blood of Our Fathers,1970,889
940,John Thomas,Song of Achilles,1639,2889
941,Tyrone Evans,Sands of Time,1512,4911
942,Mary Graham,Shac,1737,183
943,Hazel Greer,Valley of Dreams,1734,1637
944,Ted Smith,Ruby Red Door,1758,2708
945,Albert Mills,Song of Achilles,1864,497
946,Michelle Wis,Great Gatsby,1906,4988
947,Timothy Griffin,Pirate's Treasure,1568,885
948,Teresa Ray,Lighthouse Keeper,1743,1499
949,Erin Gonzales,Hunger Games,1889,1017
950,Linda Ward,Black Cat,1806,2338
951,Lydia Martinez,Time Traveler's Wife,1595,3003
952,Gregory Gibbs,Giver,1901,4726
953,William Doyle,Witch of Blackbird Pond,1557,4316
954,Ted Smith,Road,1968,871
955,Diana Terry,Alchemist,1925,4662
956,Jeffrey Williams,Book of Miracles,1858,2099
957,Dana Huff,Dragon's Roar,1712,3776
958,Thomas Cain,Maze Runner,1891,1917
959,Jessie Bowman,Glass Castle,1777,3906
960,Evelyn Smith,Shadows of the Night,1814,2162
961,Paul White,Beneath the Silver Moon,2002,4707
962,Wilma Jackson,Warrior's Heart,1921,698
963,Barbara Farmer,Pirate's Treasure,1717,1219
964,Alberto Brown,Enchanted Castle,1582,2703
965,Lydia Martinez,Ruby Red Door,1781,1646
966,Jessie Bowman,Golden Child,1571,1680
967,William Hamilton,Dragon's Roar,1624,445
968,Lauren Holland,Art of Deception,1954,2793
969,Robert Evans,Fire Within,1724,952
970,Albert Mills,Secret Society,1763,348
971,Patrick Hall,Alchemist,1859,2864
972,Bernard Brown,Dark Tower,1777,2097
973,Tyrone Evans,Ruby Red Door,1558,2527
974,William Hamilton,Forgotten Realm,1930,4253
975,Christine Miles,Whispers in the Dark,2018,3702
976,Beatrice Ortiz,Fire Within,1553,2310
977,Richard Freeman,Secret Society,1992,4229
978,Kimberly Medina,Island of Secrets,1634,3394
979,Tyrone Evans,Clockwork Angel,1579,1216
980,Leah Manning,Mirror of Truth,1561,1673
981,William Doyle,Golden Compass,1730,4714
982,Eric Davis,Art of Deception,1726,168
983,Ernest Torres,Silver Lining,1998,1906
984,Lydia Martinez,Moonlit Path,1703,711
985,Erin Gonzales,In the Arms of the Sea,1921,2180
986,Dana Huff,Golden Compass,1899,3127
987,Erin Gonzales,Witch of Blackbird Pond,2017,2625
988,Patrick Hall,Song of Ice and Fire,1676,3545
989,Anthony Davis,Mirror of Truth,1588,4275
990,Laura Hernandez,Shadows of the Night,1614,4941
991,Daniel Craig,Blood Red Rose,1728,1212
992,James Ross,Maze Runner,1628,4738
993,Paul Graham,Silver Lining,1566,2176
994,Mary Abbott,Glass Castle,1691,3182
995,Lauren Holland,Phantom of the Opera,1743,446
996,Maria Webb,Martian,1926,4057
997,Michelle Johnson,Queen's Necklace,1783,173
998,Thomas Simmons,Queen's Gambit,1971,3224
999,Ernest Torres,Shadow of the Moon,1934,2712
