,Author,Books,Year Published,Pages
1331,Megan Knight,Mirror of Truth,1856,3578
1332,Michael Smith,Time Traveler's Wife,1518,2305
1333,Richard Freeman,Lighthouse Keeper,1928,2624
1334,Bernard Brown,Enchanted Princess,1829,3803
1335,Edward May,Tears of the Moon,1918,688
1336,Kenneth May,Island of Secrets,1649,4976
1337,Alberto Brown,Edge of Tomorrow,1652,3137
1338,Anthony Lee,Alchemist,1713,2158
1339,William Ortiz,Last Voyage,1691,2695
1340,Emily Moore,Crown of Thorns,1570,4340
1341,James Ross,Sands of Time,1890,3928
1342,Helen Hernandez,Wonders of the World,1500,815
1343,Diana Terry,Twist of Fate,1756,933
1344,Tracey Walker,Last Train Home,1813,3153
1345,Ann Henderson,Art of Deception,1712,3008
1346,Anthony Lee,Enchanted Princess,1972,983
1347,Sherry Bennett,Shadow of the Moon,1615,1981
1348,Leonard Stevenson,Island of Secrets,1613,4616
1349,Connie Howell,Wonders of the World,1945,2453
1350,Tracey Walker,Beneath the Silver Moon,1857,4069
1351,Anthony Lee,Alchemist,1985,1620
1352,Michael Patterson,Fire Within,1763,798
1353,Sherry Bennett,Lord of the Rings,1990,4344
1354,Ted Smith,Glass Castle,1924,4006
1355,Kimberly Medina,Lord of the Rings,1615,1155
1356,Helen Hernandez,Beneath the Silver Moon,1522,4928
1357,James Ross,Secret Society,1664,793
1358,Anthony Lee,Cursed Castle,1511,2919
1359,Dana Huff,Black Cat,2017,4817
1360,Leah Manning,Last Voyage,1547,4839
1361,Richard Garcia,Secret Garden,1514,622
1362,Michelle Johnson,Midnight Garden,1546,1825
1363,Howard Jenkins,Emerald Isle,1723,1517
1364,Ella Harrison,Help,1986,635
1365,Jacqueline Brown,White Queen,1580,1671
1366,Linda Ward,Handmaid's Tale,1578,2570
1367,Wilma Jackson,Clockwork Angel,1833,2531
1368,Wayne Morrison,Secret Life of Bees,2011,3134
1369,Patricia Meyer,Silence of the Lambs,1723,3528
1370,Paul Graham,Secret Life of Bees,2005,2231
1371,Derrick Brady,Lost Kingdom,2017,2654
1372,Edward May,Mirror of Truth,1557,2978
1373,Robert Barrett,Catcher in the Rye,1637,3040
1374,Dana Huff,White Queen,1923,4937
1375,Jessie Bowman,Twist of Fate,1915,2779
1376,Lisa Rios,Girl on the Train,1773,2391
1377,Lisa Rios,Queen's Gambit,1943,4661
1378,Robert Barrett,Art of Deception,1987,1106
1379,Jeffrey Bowers,Dance with Destiny,1600,4412
1380,Gary Johnson,Great Gatsby,1649,4362
1381,Michael Patterson,Fault in Our Stars,1982,4259
1382,Teresa Ray,Echoes of the Past,1797,4663
1383,Deanna Owens,Blood Red Rose,1797,3446
1384,Virginia Jackson,Crystal Caves,1910,1209
1385,Anthony Lee,Mask of Deception,1817,690
1386,Kelly Franklin,Tears of a Clown,1562,2883
1387,Kenneth May,Clockwork Angel,1785,892
1388,Rosemary Lucas,Hunger Games,1563,4499
1389,Deanna Owens,Valley of Dreams,1853,4667
1390,Virginia Jackson,Crown of Thorns,1609,2054
1391,Thomas Cain,Phantom of the Opera,1682,3914
1392,Bernard Brown,Rising Sun,1743,2295
1393,Maria Webb,Shadow of the Moon,1938,3607
1394,Robert Evans,Road,1793,1440
1395,Rosemary Wright,Beneath the Silver Moon,1552,1898
1396,James Hill,Lord of the Rings,2002,2836
1397,Lauren Holland,Rising Sun,1809,1831
1398,Nancy Horton,White Queen,1661,4044
1399,Judy Rose,Lovely Bones,1748,2461
1400,Albert Mills,Last Train Home,1699,4614
1401,Sandra Craig,Song of Ice and Fire,1857,742
1402,Ted Smith,Witching Hour,1591,2549
1403,Edward May,Whispering Wind,1975,1086
1404,Michael Smith,Valley of Dreams,1699,1811
1405,Richard Freeman,Blood of Our Fathers,1822,191
1406,Victor Davis,Silver Lining,1606,4139
1407,Lydia Martinez,Valley of Dreams,1600,4963
1408,Kimberly Medina,Tears of the Moon,2005,1792
1409,Deanna Owens,Tears of a Clown,1512,1507
1410,James Hill,Hunger Games,1876,356
1411,Robert Barrett,Secret Garden,1833,285
1412,Michelle Johnson,Dragon's Eye,1752,2345
1413,Erin Gonzales,Forgotten Realm,1705,2500
1414,Michael Patterson,Last Voyage,1620,881
1415,Melissa Hall,Clockwork Angel,1570,4395
1416,Anthony Davis,Pirate's Treasure,1748,1419
1417,Dana Huff,Edge of Tomorrow,1702,3353
1418,Wilma Jackson,Midnight Garden,1601,3639
1419,Evelyn Smith,Rising Sun,1841,4106
1420,Wilma Jackson,Golden Compass,1822,2195
1421,Melissa Hall,Tears of a Clown,1521,113
1422,Jessie Bowman,Golden Child,1503,4309
1423,William Hamilton,Night Circus,1626,1120
1424,Jeffrey Bowers,Forbidden Forest,1547,1252
1425,Emily Moore,Heart of the Forest,1947,4253
1426,Connie Howell,Dark Tower,1522,862
1427,Rosemary Lucas,Hunger Games,1627,1239
1428,James Hill,Secret Life of Bees,1796,4680
1429,Robert Barrett,Alchemist,2015,2466
1430,Kevin Ellis,Girl with the Dragon Tattoo,1960,1607
1431,Edward May,Shac,2020,969
1432,Ella Harrison,Secret Life of Bees,1922,2227
1433,Kevin Ellis,Silent Forest,1865,544
1434,Ashley Doyle,Kite Runner,1601,4692
1435,Rosemary Lucas,Island of Secrets,1525,4515
1436,James Ross,Forbidden Forest,1576,1397
1437,James Hill,In the Arms of the Sea,1726,1643
1438,Bernard Brown,Tears of the Moon,1628,3019
1439,Leonard Stevenson,Secret Society,1531,4832
1440,Sandra Craig,Great Gatsby,1704,2543
1441,Jeffrey Bowers,Twist of Fate,1917,3468
1442,Gary Johnson,Kite Runner,1673,197
1443,Carol Sullivan,Secret Society,1605,1163
1444,Kevin Ellis,Shadows of the Night,1522,3720
1445,Dana Huff,Crown of Thorns,1750,819
1446,Deanna Owens,Giver,1728,1322
1447,Deanna Owens,Blood Red Rose,1502,3788
1448,Wayne Morrison,Secrets We Keep,1804,2987
1449,Helen Hernandez,Dance with Destiny,1876,2860
1450,Wayne Morrison,Lost City of Atlantis,1852,557
1451,Randy Parker,Road,1663,169
1452,Wilma Jackson,Girl with the Dragon Tattoo,1577,4079
1453,Helen Hernandez,Dragon's Eye,1952,1013
1454,Howard Jenkins,Wonders of the World,1971,417
1455,Michael Smith,Mask of Deception,2002,3246
1456,Virginia Jackson,Beyond the Horizon,1668,3023
1457,Thomas Simmons,Queen's Necklace,1798,2490
1458,John Thomas,Lord of the Rings,1941,3136
1459,Victoria Brown,Midnight Garden,2023,3520
1460,Rita Powell,Midnight Garden,1755,4940
1461,James Ross,Maze Runner,1657,4322
1462,Leah Manning,Silent Forest,1903,608
1463,Michelle Johnson,Night Circus,2001,4832
1464,Victoria Brown,Witch of Blackbird Pond,1722,2898
1465,Carol Sullivan,Shadows of the Night,1880,2802
1466,Derrick Brady,Fault in Our Stars,1897,3700
1467,Teresa Ray,Emerald City,1509,689
1468,Beatrice Ortiz,Mists of Avalon,1695,4811
1469,Cindy Gilbert,Mirror of Truth,1508,4383
1470,William Hamilton,Rising Sun,1951,486
1471,Mary Abbott,Enchanted Princess,1657,1724
1472,Thomas Simmons,Shades of Grey,1875,2977
1473,Ted Smith,Golden Compass,1585,1823
1474,Bernard Brown,Midnight Carnival,1976,2414
1475,Kimberly Medina,River of Dreams,1889,377
1476,Anthony Davis,Tears of the Moon,1794,2384
1477,Lisa Rios,River of Dreams,1852,2823
1478,Leah Manning,Twist of Fate,1915,364
1479,Bernard Brown,Last Voyage,1610,491
1480,Thomas Simmons,River of Dreams,1898,2482
1481,John Ryan,Knight's Code,1905,4090
1482,Patrick Hall,Enigma of Love,1585,2847
1483,Diane Robbins,Crystal Caves,1742,3570
1484,Barbara Farmer,Dark Tower,1535,4729
1485,Lisa Rios,In the Arms of the Sea,1932,3214
1486,Albert Mills,Blood Red Rose,1883,4149
1487,Sherry Bennett,Wonders of the World,2013,1179
1488,Patrick Hall,Twist of Fate,1849,2476
1489,Paul Graham,Girl with the Dragon Tattoo,2004,3981
1490,Deanna Owens,Edge of Tomorrow,1521,2479
1491,Carole Kelly,Secret Key,2000,4522
1492,Wendy Walton,Sands of Time,1647,1669
1493,Robert Barrett,Mirror of Truth,1527,4144
1494,Christine Miles,Whispers in the Dark,1774,4650
1495,Melissa Hall,Forgotten Realm,1524,3370
1496,Leonard Stevenson,Dragon's Eye,1739,2133
1497,Patricia Simpson,Pirate's Treasure,1721,588
1498,Lauren Holland,Knight's Code,1701,1029
1499,Emily Moore,Dragon's Lair,1987,1725
1500,Anthony Lee,Last Voyage,1829,3605
1501,Rosemary Wright,Shadows of the Night,1653,1704
1502,Nancy Horton,Crystal Caves,1512,3503
1503,Ella Harrison,Wonders of the World,1527,3843
1504,Tyrone Evans,Maze Runner,1966,1969
1505,Jessie Bowman,Valley of Dreams,1903,2344
1506,Teresa Ray,Witch of Blackbird Pond,1581,3960
1507,Gary Johnson,Beyond the Horizon,1820,2855
1508,Barbara Farmer,Night Circus,1998,1184
1509,Michael Martinez,Mists of Avalon,1571,3920
1510,Kimberly Medina,Valley of Dreams,1551,4290
1511,Richard Garcia,Twist of Fate,1840,2041
1512,James Ross,Cursed Castle,1702,4037
1513,Maria Webb,Sands of Time,1989,2367
1514,Alberto Brown,Clockwork Angel,2008,3577
1515,Timothy Griffin,Beneath the Silver Moon,1579,1189
1516,Mary Graham,Da Vinci Code,1847,3112
1517,Jessie Bowman,Hunger Games,1523,2622
1518,Sandra Craig,Shades of Grey,1938,3234
1519,Lauren Holland,Night Circus,1951,3568
1520,Dana Huff,Ruby Red Door,2006,1798
1521,Maria Webb,Da Vinci Code,1614,1254
1522,Alberto Brown,Whispers in the Dark,1903,3106
1523,Linda Ward,Secret Key,1815,4280
1524,Alberto Brown,Last Voyage,1926,2018
1525,Connie Howell,Giver,1693,1663
1526,Tracey Walker,Book of Miracles,1989,2657
1527,Anthony Davis,Catcher in the Rye,1839,1857
1528,Jeffrey Williams,Witch of Blackbird Pond,1561,1064
1529,Rosemary Wright,Lost City of Atlantis,1609,4294
1530,Lydia Martinez,Queen's Necklace,1803,198
1531,Maria Webb,Shadows of the Night,1565,2792
1532,Albert Mills,Last Train Home,1715,4255
1533,Lauren Holland,Dragon's Eye,1599,2894
1534,Robert Barrett,Secret Key,1644,2382
1535,Virginia Jackson,Blood Red Rose,1505,4291
1536,Wayne Morrison,Silence of the Lambs,1869,904
1537,Thomas Cain,Last Voyage,1762,2853
1538,Michelle Wis,Blood of Our Fathers,1765,1016
1539,Maria Webb,Moonlit Path,1651,1844
1540,Daniel Craig,Black Cat,2019,1078
1541,Sherry Bennett,Clockwork Angel,1641,1183
1542,Maria Webb,Sands of Time,1697,1596
1543,Wendy Walton,Heart of the Forest,1539,2523
1544,Juan Thompson,Da Vinci Code,1904,817
1545,Wayne Morrison,Emerald City,1629,1126
1546,Nancy Horton,Whispering Wind,1568,4052
1547,Mary Graham,Lord of the Rings,1720,1371
1548,Helen Hernandez,Lost City of Atlantis,1703,3295
1549,Jacqueline Brown,Art of Deception,1519,3984
1550,Patricia Simpson,Hunger Games,1500,3430
1551,Robert Barrett,Queen's Necklace,1750,3719
1552,Ann Henderson,Island of Secrets,1732,1751
1553,Patricia Meyer,Blood Red Rose,1510,2480
1554,Erin Gonzales,Martian,1839,4626
1555,John Ryan,Hunger Games,1816,2492
1556,Ann Henderson,Mirror of Truth,1883,2268
1557,Michael Patterson,Song of Ice and Fire,1909,454
1558,Hazel Greer,Lord of the Rings,1912,4841
1559,Ashley Doyle,Last Voyage,1829,962
1560,Jessie Bowman,Lighthouse Keeper,1846,1471
1561,Wilma Jackson,Mask of Deception,1802,1474
1562,Ella Harrison,Knight's Code,1614,3890
1563,Maria Webb,Book Thief,1548,783
1564,Randy Parker,Catcher in the Rye,1592,2697
1565,William Ortiz,Secret Garden,1795,309
1566,Michael Martinez,Forgotten Realm,2002,4497
1567,Victoria Brown,Glass Castle,1799,2935
1568,Richard Freeman,In the Arms of the Sea,1916,4156
1569,Leah Manning,Book of Miracles,1734,3571
1570,Richard Freeman,Shac,1552,3309
1571,Randy Parker,Girl on the Train,1600,2557
1572,Jeffrey Williams,In the Arms of the Sea,1898,1781
1573,Lisa Rios,Lost City of Atlantis,1953,2218
1574,Maria Webb,Song of Achilles,1936,2796
1575,Mary Abbott,Girl with the Sapphire Eyes,1765,3891
1576,Paul Graham,Last Train Home,1721,2369
1577,Mary Graham,Catcher in the Rye,1520,3511
1578,Linda Ward,Witch of Blackbird Pond,1767,3495
1579,John Ryan,White Queen,1648,2864
1580,Ann Henderson,Clockwork Angel,1555,1624
1581,Robert Barrett,Heart of the Forest,1598,2579
1582,Kelly Franklin,Da Vinci Code,1569,1233
1583,Eva Wright,Silent Forest,1892,2854
1584,Frances Rose,Midnight Garden,2012,4752
1585,Delores Brown,In the Arms of the Sea,1560,4547
1586,Thomas Cain,Emerald City,1779,3870
1587,Kelly Franklin,Girl with the Dragon Tattoo,1578,4528
1588,Maria Webb,Help,1734,4777
1589,Rosemary Lucas,Da Vinci Code,1718,379
1590,Virginia Jackson,Lord of the Rings,1619,852
1591,Christine Miles,Golden Child,1522,4736
1592,Paul White,Midnight Carnival,1734,2938
1593,Emily Moore,Hunger Games,1736,3668
1594,Deanna Owens,Midnight Serenade,1714,2616
1595,Robert Evans,Shades of Grey,1849,1201
1596,Robert Evans,Forgotten Realm,1770,1616
1597,Rosemary Wright,Knight's Code,1747,426
1598,Robert Evans,Book of Miracles,1728,3821
1599,Albert Mills,Lost Kingdom,1877,3815
1600,Paul Graham,Island of Secrets,1701,2837
1601,Ashley Doyle,Sands of Time,1744,2127
1602,Paul Graham,Martian,1764,865
1603,Derrick Brady,Lost City of Atlantis,1524,4674
1604,Melissa Hall,Mirror of Truth,1534,4054
1605,Nancy Horton,Dark Tower,1985,3599
1606,Victoria Brown,Fault in Our Stars,1762,843
1607,Timothy Griffin,Silent Forest,1814,322
1608,Janet Baldwin,Emerald City,1813,2293
1609,Rosemary Lucas,Blood Red Rose,1746,606
1610,James Ross,Tears of the Moon,1511,2672
1611,Megan Knight,Heart of the Forest,1571,776
1612,Anthony Davis,Last Train Home,1691,1716
1613,Richard Garcia,Rising Sun,1972,3214
1614,Virginia Jackson,Phantom of the Opera,1704,2508
1615,Robert Barrett,Phantom of the Opera,1564,1643
1616,Robert Barrett,Knight's Code,1813,2643
1617,Michael Martinez,Lost Kingdom,1580,4722
1618,Rosemary Lucas,Rising Sun,1587,1067
1619,William Hamilton,Island of Secrets,1799,1219
1620,Thomas Cain,Clockwork Angel,1872,3445
1621,Edward May,Girl with the Sapphire Eyes,1766,678
1622,Derrick Brady,Kite Runner,1763,656
1623,Sherry Bennett,Warrior's Heart,1839,210
1624,Jacqueline Brown,Girl with the Sapphire Eyes,1701,2392
1625,Thomas Simmons,Secrets We Keep,1899,971
1626,Timothy Griffin,Handmaid's Tale,1525,4204
1627,Emily Moore,Mists of Avalon,1593,3646
1628,Michelle Wis,Help,1719,1917
1629,Victoria Brown,Secret Garden,1961,4745
1630,Anthony Davis,Forbidden Forest,1935,549
1631,Patrick Hall,Whispers in the Dark,2000,3500
1632,Patrick Hall,Mask of Deception,1992,3691
1633,Ernest Torres,Da Vinci Code,1709,215
1634,Jeffrey Williams,Blood Red Rose,1740,103
1635,James Ross,Maze Runner,1925,1470
1636,Mary Graham,Queen's Gambit,1657,4700
1637,Judy Rose,Silence of the Lambs,2002,396
1638,Diana Terry,Last Voyage,1904,1154
1639,Bernard Brown,Silver Lining,1823,1896
1640,Tracey Walker,Da Vinci Code,1921,1661
1641,William Ortiz,Dragon's Eye,1742,2855
1642,Diane Robbins,Lord of the Rings,1512,1557
1643,Anthony Lee,Whispering Wind,2018,394
1644,Rita Powell,Secret Key,1535,4275
1645,Paul Graham,Help,1535,1927
1646,Michael Martinez,Island of Secrets,1638,2381
1647,Randy Parker,Mask of Deception,1625,526
1648,Ella Harrison,Forbidden Forest,1977,1827
1649,Emily Moore,Blood Red Rose,1968,1331
1650,Erin Gonzales,Shadow of the Moon,1577,4687
1651,Evelyn Smith,Emerald City,1535,4921
1652,Evelyn Smith,Secret Garden,1511,4022
1653,Thomas Simmons,Enigma of Love,1683,1425
1654,Thomas Simmons,White Queen,1753,574
1655,Melissa Hall,Dance with Destiny,1766,4279
1656,Deanna Owens,Tears of the Moon,1850,4490
1657,Richard Garcia,Clockwork Angel,2021,2431
1658,Laura Hernandez,Mask of Deception,1633,550
1659,Connie Howell,Emerald Isle,1871,3595
1660,Erin Gonzales,Giver,1726,1400
1661,Teresa Ray,Rising Sun,1910,3203
1662,John Ryan,Hunger Games,1963,3264
1663,Cindy Gilbert,Shadows of the Night,1514,4991
1664,Randy Parker,Crown of Thorns,1747,2970
1665,Gregory Gibbs,Midnight Carnival,1974,1790
1666,Edward May,Lord of the Rings,2019,1360
1667,Michael Smith,Warrior's Heart,2011,3949
1668,Timothy Griffin,Forgotten Realm,1747,1055
1669,Albert Mills,Lord of the Rings,1754,4147
1670,Robert Barrett,In the Arms of the Sea,1666,4641
1671,John Thomas,Girl on the Train,1809,4812
1672,Ella Harrison,Enchanted Castle,1814,1822
1673,William Ortiz,Queen's Gambit,1547,1979
1674,Ashley Doyle,Sands of Time,1853,511
1675,Robert Evans,Kite Runner,1833,3713
1676,Virginia Jackson,Time Traveler's Wife,2011,2090
1677,Helen Hernandez,Moonlit Path,1830,3737
1678,Patricia Meyer,Emerald Isle,1573,3280
1679,Emily Moore,Witching Hour,1616,3274
1680,Jeffrey Williams,Kite Runner,1831,4704
1681,Michael Martinez,Witch of Blackbird Pond,1982,1120
1682,Connie Howell,Last Voyage,1823,3163
1683,Nancy Horton,Night Circus,1778,1418
1684,Jacqueline Brown,Kite Runner,1815,711
1685,Thomas Cain,Emerald Isle,1973,3003
1686,Michael Martinez,Sands of Time,1822,3038
1687,Kimberly Medina,Valley of Dreams,1567,3415
1688,Virginia Jackson,Cursed Castle,1548,2117
1689,Victoria Brown,Clockwork Angel,1592,4172
1690,Robert Barrett,Kite Runner,1671,2181
1691,Michael Martinez,Book of Miracles,1832,4019
1692,Lydia Martinez,Song of Achilles,1964,1605
1693,Ann Henderson,White Queen,1692,3748
1694,Albert Mills,Whispering Wind,1691,946
1695,Sandra Craig,Last Voyage,1638,4129
1696,Leonard Stevenson,Secret Key,1516,3437
1697,Lisa Rios,Cursed Castle,1856,2375
1698,Paul Graham,Golden Child,1581,2278
1699,Robert Barrett,Secret Society,2008,4448
1700,Helen Hernandez,Heart of the Forest,1576,992
1701,Eric Davis,Silver Lining,1752,4410
1702,Diana Terry,Alchemist,1579,269
1703,Anthony Lee,Sands of Time,1936,2305
1704,Robert Evans,Last Train Home,1811,1756
1705,John Ryan,Valley of Dreams,1947,3535
1706,Ashley Doyle,Road,1967,746
1707,Virginia Jackson,Road,1977,1874
1708,Ernest Torres,Golden Compass,1613,4322
1709,Robert Barrett,Pirate's Treasure,1500,1537
1710,Ashley Doyle,Sands of Time,1821,2206
1711,Jeffrey Williams,Fault in Our Stars,1949,2227
1712,Tyrone Evans,Whispers in the Dark,1510,4186
1713,Carole Kelly,Emerald City,1949,1450
1714,Robert Barrett,White Queen,1712,271
1715,Jessie Bowman,Song of Achilles,1940,2374
1716,Melissa Hall,Lost City of Atlantis,1748,326
1717,Ella Harrison,Cursed Castle,1817,2259
1718,Anthony Lee,Art of Deception,1877,3418
1719,Victor Davis,Moonlit Path,1754,147
1720,Eric Davis,Time Traveler's Wife,1839,1834
1721,Thomas Cain,Secrets We Keep,1523,1638
1722,Diane Robbins,Book of Miracles,1559,2706
1723,Edward May,Shadow of the Moon,1763,2294
1724,Deanna Owens,Glass Castle,1672,1440
1725,Rosemary Lucas,Witching Hour,1740,4928
1726,Michael Patterson,Martian,1964,1297
1727,Jacqueline Brown,Knight's Code,1867,1196
1728,Nancy Horton,Secret Society,1775,2617
1729,Alberto Brown,Tears of a Clown,1581,4938
1730,Jessie Bowman,Help,1528,2322
1731,Carole Kelly,Witch of Blackbird Pond,1622,4350
1732,Tyrone Evans,Midnight Serenade,1760,505
1733,Tyrone Evans,White Queen,1775,2067
1734,Lauren Holland,Handmaid's Tale,1834,3077
1735,Leah Manning,Secret Key,1845,2373
1736,Thomas Simmons,Witch of Blackbird Pond,1853,4761
1737,Leah Manning,Dark Tower,1794,2486
1738,Maria Webb,Dance with Destiny,1850,663
1739,John Thomas,Warrior's Heart,1792,1980
1740,Frances Rose,Pirate's Treasure,1623,2559
1741,Maria Webb,Wonders of the World,1554,2088
1742,Daniel Craig,Crystal Caves,1616,1042
1743,Richard Garcia,Golden Compass,1822,3801
1744,Maria Webb,Queen's Necklace,1504,417
1745,Hazel Greer,Maze Runner,1694,1286
1746,Timothy Griffin,Secret Society,1989,2978
1747,Edward May,Road,1968,3230
1748,James Hill,Golden Compass,1865,1914
1749,Hazel Greer,Night Circus,1569,2906
1750,Laura Hernandez,Fault in Our Stars,1708,3745
1751,Leah Manning,Lovely Bones,1523,3885
1752,Cindy Gilbert,Dragon's Roar,1938,2260
1753,Kenneth May,Shadows of the Night,1503,604
1754,Janet Baldwin,Golden Child,1681,298
1755,Wilma Jackson,Night Circus,1911,2317
1756,Carol Sullivan,Clockwork Angel,1562,4387
1757,Diane Robbins,Midnight Carnival,1510,1380
1758,Lisa Rios,Fault in Our Stars,1724,3142
1759,Timothy Griffin,Silence of the Lambs,1728,4595
1760,Richard Freeman,Kite Runner,1824,4703
1761,Jeffrey Bowers,Forbidden Forest,1982,959
1762,Helen Hernandez,Road,1640,3145
1763,Wendy Walton,Blood of Our Fathers,1978,3436
1764,Christine Miles,Fire Within,1526,2061
1765,Cindy Gilbert,Knight's Code,1683,3733
1766,Richard Garcia,Midnight Garden,1506,4809
1767,Michelle Wis,Black Cat,1662,3159
1768,Timothy Griffin,Tears of a Clown,1612,2306
1769,Patricia Simpson,Da Vinci Code,1770,3614
1770,Helen Hernandez,Fire Within,1634,2036
1771,Randy Parker,Silence of the Lambs,2013,3834
1772,James Hill,Book Thief,1749,2202
1773,Thomas Cain,Secrets We Keep,1588,457
1774,James Hill,Crown of Thorns,1654,1827
1775,William Ortiz,River of Dreams,1655,770
1776,Patrick Hall,Enigma of Love,1684,2757
1777,James Hill,Catcher in the Rye,1686,3679
1778,Janet Baldwin,Fire Within,1885,4899
1779,Eric Davis,Book Thief,1530,1393
1780,John Thomas,Queen's Necklace,1859,3333
1781,Anthony Lee,Silver Lining,1806,3169
1782,Howard Jenkins,Girl on the Train,1507,135
1783,Derrick Brady,Sands of Time,1544,3782
1784,Mary Graham,Shadows of the Night,1778,1096
1785,Mary Graham,Lost City of Atlantis,1731,1675
1786,Charles Johnson,Moonlit Path,1903,4363
1787,Tracey Walker,Da Vinci Code,1693,4213
1788,Richard Freeman,Heart of the Forest,1645,2882
1789,Patricia Meyer,Queen's Gambit,1688,4448
1790,Melissa Hall,Midnight Serenade,1717,4460
1791,Michelle Johnson,Beneath the Silver Moon,1845,2583
1792,Thomas Cain,Knight's Code,1919,3802
1793,Leah Manning,Forgotten Realm,1542,4088
1794,Kimberly Medina,Witch of Blackbird Pond,1606,3123
1795,Wendy Walton,Emerald Isle,1662,607
1796,Richard Freeman,Secret Garden,1538,1722
1797,Michael Patterson,Night Circus,2023,3199
1798,Evelyn Smith,Road,1954,213
1799,Sherry Bennett,Twist of Fate,1734,2938
1800,Michael Smith,Echoes of the Past,1762,4250
1801,Jeffrey Williams,Maze Runner,1910,561
1802,Judy Rose,Edge of Tomorrow,1502,1257
1803,Judy Rose,Secret Society,1616,936
1804,William Doyle,Golden Compass,1584,1103
1805,William Hamilton,Queen's Gambit,1626,3813
1806,Victoria Brown,Song of Achilles,1693,703
1807,Kimberly Medina,Dark Tower,1969,4449
1808,Victoria Brown,Cursed Castle,1634,1287
1809,Victor Davis,Rising Sun,1685,1317
1810,Robert Evans,Wonders of the World,1753,3929
1811,William Hamilton,Secret Society,1786,3867
1812,Wendy Walton,Great Gatsby,1683,3404
1813,Cindy Gilbert,Wonders of the World,1557,1984
1814,Tracey Walker,Midnight Garden,1890,2131
1815,Frances Rose,Witch of Blackbird Pond,1526,2368
1816,Dana Huff,Edge of Tomorrow,2022,3503
1817,Jeffrey Bowers,Secret Key,1520,4613
1818,Sherry Bennett,Martian,1985,2392
1819,Laura Hernandez,Martian,1986,3631
1820,Derrick Brady,Forgotten Realm,1854,4581
1821,Diana Terry,Da Vinci Code,1520,3154
1822,Delores Brown,Secret Garden,1839,3590
1823,Tracey Walker,Beneath the Silver Moon,1735,3579
1824,John Ryan,Secret Life of Bees,1778,4469
1825,Mary Abbott,Queen's Gambit,1661,2031
1826,Michael Smith,Maze Runner,1531,4312
1827,Erin Gonzales,Curse of the Pharaohs,1544,2469
1828,Helen Hernandez,Moonlit Path,1843,1343
1829,Anthony Davis,Midnight Carnival,1788,763
1830,Diana Terry,Lighthouse Keeper,1560,809
1831,Timothy Griffin,Enigma of Love,1598,3409
1832,Virginia Jackson,Echoes of the Past,1976,1857
1833,Michael Patterson,Secret Life of Bees,1575,4942
1834,Albert Mills,Book Thief,1828,4331
1835,Cindy Gilbert,Sands of Time,1652,4653
1836,Kenneth May,Last Voyage,1534,224
1837,Kelly Franklin,Echoes of the Past,1581,1864
1838,John Ryan,Shadow of the Moon,1749,3533
1839,Charles Johnson,Girl with the Sapphire Eyes,1915,913
1840,Ted Smith,Pirate's Treasure,1641,1909
1841,Eric Davis,Phantom of the Opera,1886,2071
1842,Rita Powell,In the Arms of the Sea,2005,4954
1843,Anthony Lee,Cursed Castle,1863,364
1844,Michael Smith,Tears of the Moon,1825,2195
1845,Nancy Horton,Whispering Wind,1687,4919
1846,Patricia Meyer,Hunger Games,1955,2493
1847,James Hill,Alchemist,1892,3801
1848,Tracey Walker,Glass Castle,1981,4860
1849,Barbara Farmer,Midnight Garden,1761,1873
1850,William Hamilton,Shadows of the Night,1974,4781
1851,Juan Thompson,Song of Ice and Fire,1924,3717
1852,Randy Parker,Dance with Destiny,1728,2482
1853,Patricia Meyer,Giver,1803,1125
1854,Kevin Ellis,Enchanted Castle,1994,4788
1855,John Ryan,Secrets We Keep,1683,1430
1856,Linda Ward,Mists of Avalon,1718,4214
1857,Melissa Hall,Song of Ice and Fire,1816,3692
1858,Hazel Greer,Enchanted Princess,1926,3416
1859,Diana Terry,Moonlit Path,1986,4177
1860,Tracey Walker,Hunger Games,1563,4673
1861,Edward May,Whispers in the Dark,1591,4994
1862,Thomas Cain,Dragon's Lair,1681,4057
1863,Kenneth May,Lost Kingdom,1668,2694
1864,Robert Evans,Dragon's Eye,1835,4606
1865,Patrick Hall,Girl with the Sapphire Eyes,1995,2108
1866,Bernard Brown,Book Thief,1559,3711
1867,Nancy Horton,Dance with Destiny,1548,854
1868,Timothy Griffin,Curse of the Pharaohs,1574,3176
1869,Ann Henderson,Knight's Code,1818,4396
1870,Kelly Franklin,Girl on the Train,1988,1944
1871,Gary Johnson,Enigma of Love,1732,3401
1872,Jeffrey Williams,Phantom of the Opera,1705,2247
1873,Carol Sullivan,Shades of Grey,1571,3885
1874,Erin Gonzales,Moonlit Path,1841,2022
1875,Christine Miles,Forbidden Forest,1745,4064
1876,Randy Parker,Forbidden Forest,1974,2249
1877,Carole Kelly,Secret Garden,1812,2701
1878,Wilma Jackson,Lighthouse Keeper,1987,2153
1879,Mary Abbott,Last Voyage,1932,708
1880,Evelyn Smith,Silent Forest,2005,308
1881,Richard Freeman,Help,1509,3354
1882,Robert Barrett,Secret Life of Bees,1574,1682
1883,Erin Gonzales,Blood Red Rose,1971,838
1884,Anthony Davis,Kite Runner,1682,3907
1885,Charles Johnson,Great Gatsby,1586,1940
1886,Hazel Greer,Forbidden Forest,1705,345
1887,Teresa Ray,Forbidden Forest,1716,1599
1888,James Hill,Beyond the Horizon,1903,123
