,Author,Books,Year Published,Pages
11256,Jeffrey Bowers,Night Circus,1545,2897
11257,Daniel Craig,Blood of Our Fathers,1548,3852
11258,Michael Smith,Beyond the Horizon,1864,3284
11259,Victor Davis,Tears of the Moon,1631,1006
11260,Maria Webb,Alchemist,1776,1058
11261,Thomas Cain,Help,1891,1646
11262,Laura Hernandez,Last Train Home,1503,1377
11263,Rita Powell,Last Voyage,1872,3695
11264,Bernard Brown,Mask of Deception,1532,1457
11265,Ted Smith,Secret Society,1975,2336
11266,Evelyn Smith,Golden Compass,1900,3563
11267,Lisa Rios,Song of Achilles,1733,2060
11268,Laura Hernandez,Da Vinci Code,1928,1750
11269,Wayne Morrison,Fire Within,1609,4215
11270,William Ortiz,Midnight Carnival,1996,1299
11271,Emily Moore,Sands of Time,1916,831
11272,Lydia Martinez,Mirror of Truth,1896,1285
11273,Cindy Gilbert,Moonlit Path,2002,1139
11274,Jacqueline Brown,Secret Society,1938,547
11275,Carol Sullivan,Help,1609,4361
11276,Jessie Bowman,Silence of the Lambs,2009,3373
11277,Bernard Brown,Edge of Tomorrow,1837,3156
11278,Wendy Walton,Secret Garden,1910,1538
11279,Anthony Davis,Handmaid's Tale,1620,4550
11280,John Ryan,Knight's Code,1692,1057
11281,Ernest Torres,Catcher in the Rye,1728,1345
11282,Leah Manning,Pirate's Treasure,1556,1096
11283,Tyrone Evans,Lovely Bones,1818,3188
11284,James Hill,Forbidden Forest,1678,2060
11285,Ella Harrison,Enchanted Princess,1885,2111
11286,Wendy Walton,Curse of the Pharaohs,1832,1009
11287,Jessie Bowman,Phantom of the Opera,1998,3790
11288,Gregory Gibbs,Last Voyage,1998,4091
11289,James Ross,Shac,1846,841
11290,Janet Baldwin,Moonlit Path,1926,2888
11291,Ella Harrison,Lost City of Atlantis,1698,3346
11292,Eva Wright,Emerald Isle,2012,2115
11293,Jeffrey Bowers,Mirror of Truth,2003,1409
11294,Robert Evans,Midnight Carnival,1897,4862
11295,Victoria Brown,Warrior's Heart,1612,1221
11296,Laura Hernandez,Silent Forest,1898,3088
11297,Gary Johnson,Witch of Blackbird Pond,1899,1124
11298,Emily Moore,Enigma of Love,1643,3991
11299,Thomas Simmons,Crystal Caves,1820,1242
11300,Anthony Davis,Giver,1502,140
11301,Anthony Lee,Witching Hour,1956,2467
11302,Judy Rose,Dark Tower,1566,3913
11303,Anthony Lee,Last Train Home,1740,2534
11304,Erin Gonzales,Heart of the Forest,1971,3479
11305,Kevin Ellis,Shadows of the Night,2010,1783
11306,Anthony Davis,Mask of Deception,1592,4790
11307,Richard Garcia,Warrior's Heart,1978,467
11308,William Ortiz,Silent Forest,1757,4904
11309,Deanna Owens,Sands of Time,1708,247
11310,Robert Evans,Dragon's Lair,1729,2025
11311,Lauren Holland,River of Dreams,1511,2561
11312,Wayne Morrison,Black Cat,1913,2494
11313,Paul Graham,Shadow of the Moon,2014,2266
11314,Nancy Horton,Secret Life of Bees,1536,4217
11315,Leonard Stevenson,Warrior's Heart,1855,3914
11316,Diane Robbins,Lost City of Atlantis,1672,2353
11317,Leah Manning,Twist of Fate,1556,2706
11318,Randy Parker,Witching Hour,1635,2055
11319,Diana Terry,Girl with the Dragon Tattoo,1748,2449
11320,Lauren Holland,Beneath the Silver Moon,1928,4492
11321,Tyrone Evans,Forbidden Forest,1607,2091
11322,Victor Davis,Valley of Dreams,1700,1461
11323,Frances Rose,Book of Miracles,1828,2183
11324,Timothy Griffin,Echoes of the Past,1596,4336
11325,Lisa Rios,Crown of Thorns,1772,1581
11326,Charles Johnson,Girl on the Train,1808,2060
11327,Frances Rose,Witching Hour,1610,2687
11328,Melissa Hall,Dragon's Roar,1924,798
11329,Sandra Craig,Secret Society,1549,1261
11330,Jeffrey Bowers,Pirate's Treasure,1816,2668
11331,Teresa Ray,Phantom of the Opera,1838,1443
11332,Bernard Brown,Lord of the Rings,1682,3206
11333,Diane Robbins,Witch of Blackbird Pond,1667,331
11334,Gary Johnson,Giver,1991,1234
11335,Ernest Torres,Lord of the Rings,1822,179
11336,Wilma Jackson,Crystal Caves,1543,1227
11337,Howard Jenkins,Song of Ice and Fire,1543,3482
11338,William Doyle,Wonders of the World,1724,3540
11339,Sandra Craig,Shadows of the Night,1597,1620
11340,Robert Barrett,Dark Tower,2018,1870
11341,Delores Brown,Emerald City,1566,3634
11342,Gary Johnson,Silver Lining,1648,3627
11343,Victor Davis,Curse of the Pharaohs,1873,4423
11344,Patricia Simpson,Giver,1628,4784
11345,Lauren Holland,Glass Castle,1674,2983
11346,James Hill,Fault in Our Stars,1799,3749
11347,Anthony Davis,Lord of the Rings,1780,2438
11348,Eric Davis,Ruby Red Door,1899,3034
11349,Ann Henderson,Song of Achilles,2003,3384
11350,John Ryan,Crown of Thorns,1749,665
11351,Wayne Morrison,Twist of Fate,1520,2451
11352,Wendy Walton,Blood Red Rose,1924,1393
11353,Kenneth May,River of Dreams,1825,536
11354,Ann Henderson,Twist of Fate,1903,2839
11355,Megan Knight,Golden Compass,1892,3893
11356,Bernard Brown,Last Train Home,1980,3408
11357,Kenneth May,Pirate's Treasure,1703,4842
11358,Cindy Gilbert,Crown of Thorns,1644,4385
11359,Michael Smith,Tears of a Clown,1525,391
11360,Barbara Farmer,Great Gatsby,1738,3743
11361,Alberto Brown,Secret Life of Bees,1598,4975
11362,Mary Abbott,Secret Society,1730,1645
11363,Gary Johnson,Echoes of the Past,1628,4846
11364,Leah Manning,Cursed Castle,1617,3624
11365,Robert Barrett,Rising Sun,2011,3808
11366,Gary Johnson,Forgotten Realm,1833,1811
11367,Barbara Farmer,Dragon's Lair,1558,664
11368,Michelle Johnson,Dragon's Lair,1657,371
11369,Eva Wright,Twist of Fate,1747,1589
11370,John Thomas,Sands of Time,1877,4423
11371,Ted Smith,Help,1790,3536
11372,Kenneth May,Mists of Avalon,1748,1564
11373,Melissa Hall,Silver Lining,1656,2350
11374,Wilma Jackson,Girl on the Train,1571,3944
11375,Deanna Owens,Heart of the Forest,1592,3540
11376,Maria Webb,Mists of Avalon,1799,4653
11377,John Thomas,Enchanted Princess,1758,2937
11378,Eric Davis,Tears of a Clown,1994,329
11379,Teresa Ray,Girl with the Dragon Tattoo,1973,432
11380,Edward May,Echoes of the Past,1972,1380
11381,Melissa Hall,Ruby Red Door,1836,1477
11382,Thomas Cain,Last Voyage,1680,3035
11383,Tyrone Evans,Phantom of the Opera,1573,3690
11384,Anthony Davis,Twist of Fate,1819,3548
11385,Christine Miles,Blood of Our Fathers,1627,4690
11386,Juan Thompson,Dark Tower,1893,2796
11387,Anthony Lee,Fire Within,1538,2361
11388,Patricia Meyer,Secret Key,1641,2688
11389,Maria Webb,Tears of the Moon,1991,274
11390,Eva Wright,Ruby Red Door,1761,4366
11391,Megan Knight,Forbidden Forest,1882,729
11392,Diana Terry,Dance with Destiny,1699,4477
11393,Richard Freeman,Dragon's Lair,1760,2765
11394,Kimberly Medina,Secret Key,1996,4077
11395,Eva Wright,Enigma of Love,1629,3316
11396,Bernard Brown,Beyond the Horizon,1668,4016
11397,Jeffrey Williams,Song of Achilles,1969,1714
11398,Leah Manning,Warrior's Heart,1653,255
11399,Thomas Cain,Book of Miracles,1886,3682
11400,Linda Ward,Cursed Castle,1756,3735
11401,Alberto Brown,Book Thief,1873,4512
11402,John Ryan,Secret Key,2014,1969
11403,Diana Terry,Lost City of Atlantis,1681,159
11404,Anthony Lee,Last Voyage,1876,4133
11405,Deanna Owens,Midnight Serenade,1605,1901
11406,Melissa Hall,Song of Achilles,1937,854
11407,Michelle Johnson,Forgotten Realm,1557,1445
11408,Ann Henderson,Blood of Our Fathers,1528,2981
11409,Eva Wright,Midnight Serenade,1747,162
11410,Paul White,Art of Deception,2010,785
11411,John Thomas,Blood Red Rose,1688,4383
11412,Jeffrey Bowers,Lovely Bones,1778,3191
11413,James Hill,Forgotten Realm,1624,2803
11414,Ted Smith,Curse of the Pharaohs,1527,1924
11415,Ann Henderson,Clockwork Angel,1970,2483
11416,Ashley Doyle,Witch of Blackbird Pond,1540,3520
11417,Richard Garcia,Girl on the Train,1971,3576
11418,Leonard Stevenson,Island of Secrets,1558,591
11419,Maria Webb,Secret Life of Bees,1952,2897
11420,Teresa Ray,Beneath the Silver Moon,1659,2757
11421,Leonard Stevenson,Great Gatsby,1875,1047
11422,Howard Jenkins,Echoes of the Past,1943,4874
11423,Lauren Holland,Handmaid's Tale,1946,924
11424,Lisa Rios,Dragon's Lair,1508,1769
11425,Linda Ward,Witch of Blackbird Pond,1971,2158
11426,Tyrone Evans,Dark Tower,1920,1212
11427,Rosemary Wright,Secret Life of Bees,1557,3612
11428,Robert Evans,Handmaid's Tale,1599,1065
11429,Juan Thompson,Fault in Our Stars,1599,3474
11430,Timothy Griffin,Song of Achilles,1628,3263
11431,Melissa Hall,Edge of Tomorrow,1736,4596
11432,Maria Webb,Curse of the Pharaohs,1763,2115
11433,Michael Patterson,Tears of the Moon,1973,766
11434,Delores Brown,Wonders of the World,1715,4546
11435,Hazel Greer,Island of Secrets,1521,704
11436,Wilma Jackson,Sands of Time,1812,1355
11437,James Hill,Da Vinci Code,1568,3567
11438,Maria Webb,Kite Runner,1817,2202
11439,Jeffrey Williams,Island of Secrets,1603,4794
11440,Kenneth May,Phantom of the Opera,1610,1342
11441,Delores Brown,Hunger Games,2022,1398
11442,Albert Mills,Blood of Our Fathers,1574,1810
11443,Melissa Hall,Emerald Isle,1933,2482
11444,Wilma Jackson,Forgotten Realm,1588,3996
11445,Carole Kelly,Girl on the Train,1766,1736
11446,Patrick Hall,Mists of Avalon,1831,2618
11447,William Hamilton,Dance with Destiny,2007,1584
11448,Rosemary Lucas,Shac,1973,4365
11449,Richard Garcia,Giver,2020,3088
11450,Kelly Franklin,Song of Achilles,1993,589
11451,Erin Gonzales,Crown of Thorns,2005,3105
11452,Daniel Craig,Heart of the Forest,1634,546
11453,Robert Barrett,Catcher in the Rye,1934,4473
11454,Thomas Cain,River of Dreams,1913,3751
11455,Alberto Brown,Last Voyage,1942,4157
11456,Judy Rose,Secret Society,1841,355
11457,William Ortiz,Lost City of Atlantis,1650,2550
11458,James Hill,Girl on the Train,2011,271
11459,Patricia Simpson,Queen's Gambit,1779,3803
11460,Gregory Gibbs,Girl on the Train,1534,2671
11461,Jacqueline Brown,Cursed Castle,1817,3938
11462,Megan Knight,Help,1944,3805
11463,Jeffrey Bowers,Maze Runner,2021,1222
11464,Evelyn Smith,Wonders of the World,1589,2563
11465,Nancy Horton,Midnight Carnival,1620,834
11466,Anthony Lee,Clockwork Angel,1784,3666
11467,Judy Rose,Song of Ice and Fire,1784,3925
11468,Wayne Morrison,Midnight Carnival,1858,2203
11469,Kelly Franklin,Shades of Grey,1514,1927
11470,Wendy Walton,Queen's Gambit,1739,3068
11471,Nancy Horton,Help,1634,4772
11472,Deanna Owens,Lost Kingdom,1776,3419
11473,Ashley Doyle,Edge of Tomorrow,1665,1909
11474,Barbara Farmer,Dance with Destiny,1726,1894
11475,Eva Wright,Maze Runner,1660,1169
11476,Kimberly Medina,Shac,1985,2898
11477,Evelyn Smith,Crown of Thorns,1762,771
11478,Linda Ward,Secret Society,1653,606
11479,Beatrice Ortiz,Witching Hour,1522,3971
11480,Eva Wright,Enchanted Castle,1985,4952
11481,Sherry Bennett,Enigma of Love,1567,974
11482,Jeffrey Williams,Giver,1606,3404
11483,Rosemary Lucas,Book Thief,1692,2613
11484,Teresa Ray,Silent Forest,1568,145
11485,Michael Smith,Tears of the Moon,1857,4408
11486,Jeffrey Bowers,Enchanted Princess,1979,4312
11487,Derrick Brady,Lost Kingdom,1840,4853
11488,Edward May,Twist of Fate,2017,2946
11489,Teresa Ray,Crystal Caves,1607,4027
11490,Evelyn Smith,Knight's Code,2008,803
11491,Charles Johnson,Forgotten Realm,1732,4049
11492,Randy Parker,Sands of Time,1982,4487
11493,Ashley Doyle,Edge of Tomorrow,1992,1503
11494,Diane Robbins,Curse of the Pharaohs,1597,121
11495,Randy Parker,In the Arms of the Sea,1674,1337
11496,Jessie Bowman,Pirate's Treasure,1969,809
11497,Christine Miles,Whispers in the Dark,1915,535
11498,John Thomas,Last Train Home,1935,2401
11499,Helen Hernandez,Whispering Wind,1763,1036
11500,Christine Miles,Beyond the Horizon,1628,463
11501,Christine Miles,White Queen,1525,620
11502,Eva Wright,Forgotten Realm,1887,3731
11503,Timothy Griffin,Mask of Deception,1950,3291
11504,Anthony Davis,Blood of Our Fathers,1987,1436
11505,Randy Parker,Phantom of the Opera,1625,692
11506,Michael Smith,Moonlit Path,1525,3216
11507,Michelle Johnson,Road,1825,3320
11508,Ashley Doyle,White Queen,1687,553
11509,Derrick Brady,Forgotten Realm,1671,2112
11510,Bernard Brown,Hunger Games,1836,2220
11511,Thomas Cain,Dragon's Eye,1771,117
11512,Tracey Walker,Glass Castle,1797,1268
11513,Sandra Craig,Blood Red Rose,1547,3392
11514,Albert Mills,Secret Garden,1619,4644
11515,Rosemary Wright,Kite Runner,1555,2964
11516,Kevin Ellis,Curse of the Pharaohs,1782,870
11517,Paul White,Secret Life of Bees,1750,1863
11518,Rosemary Wright,Dance with Destiny,1834,4295
11519,Evelyn Smith,Maze Runner,1508,3166
11520,Eric Davis,Shadow of the Moon,1747,1907
11521,Victor Davis,Last Voyage,1645,281
11522,Edward May,White Queen,1730,3725
11523,Lydia Martinez,Kite Runner,1599,3511
11524,Michael Martinez,Secret Society,1590,226
11525,Leonard Stevenson,Song of Ice and Fire,1645,1970
11526,Dana Huff,White Queen,1851,2138
11527,Tracey Walker,Moonlit Path,1898,2740
11528,William Doyle,Lord of the Rings,1976,2532
11529,Anthony Lee,Song of Achilles,1572,3589
11530,Mary Abbott,Beyond the Horizon,1735,2035
11531,Tyrone Evans,Lord of the Rings,1698,4049
11532,Derrick Brady,Book of Miracles,1586,3554
11533,Maria Webb,Enchanted Castle,1791,2720
11534,James Hill,Art of Deception,1930,4961
11535,Derrick Brady,Help,1571,2306
11536,Jacqueline Brown,Song of Ice and Fire,1519,4763
11537,Sherry Bennett,Enchanted Princess,1505,2028
11538,Dana Huff,Knight's Code,1999,1608
11539,Frances Rose,Golden Child,1559,2309
11540,William Ortiz,Clockwork Angel,1506,2359
11541,Linda Ward,Help,1663,4224
11542,Leah Manning,Great Gatsby,1878,1147
11543,William Doyle,Secret Life of Bees,1939,391
11544,Sherry Bennett,Cursed Castle,1855,3207
11545,Paul Graham,Shadow of the Moon,1656,1895
11546,Leonard Stevenson,Night Circus,1641,4683
11547,Albert Mills,Lighthouse Keeper,1752,2116
11548,Wayne Morrison,Dragon's Eye,1964,2299
11549,Megan Knight,Edge of Tomorrow,1855,4232
11550,Sherry Bennett,Shades of Grey,1616,4935
11551,Patricia Meyer,Hunger Games,1621,213
11552,Wilma Jackson,Girl with the Dragon Tattoo,1873,1433
11553,Edward May,Blood of Our Fathers,2016,1561
11554,Leonard Stevenson,Lost Kingdom,1687,1574
11555,Eva Wright,Book of Miracles,1505,933
11556,Bernard Brown,Secret Garden,1621,3253
11557,Ernest Torres,Lost Kingdom,1561,2102
11558,Megan Knight,Mists of Avalon,1847,1983
11559,Christine Miles,Enchanted Castle,1683,2406
11560,Thomas Cain,Dark Tower,2013,3543
11561,Ted Smith,Lost City of Atlantis,1854,2621
11562,Mary Abbott,Moonlit Path,1954,4052
11563,Robert Evans,Whispering Wind,1520,3244
11564,Diane Robbins,Lovely Bones,1658,1500
11565,Emily Moore,Black Cat,1942,1242
11566,Lisa Rios,Girl with the Dragon Tattoo,1855,3195
11567,Emily Moore,Pirate's Treasure,1656,4569
11568,Ann Henderson,Edge of Tomorrow,1811,3184
11569,William Hamilton,Secret Life of Bees,2020,1521
11570,Edward May,Silence of the Lambs,1888,807
11571,Thomas Simmons,Emerald Isle,1628,3939
11572,Paul White,Forgotten Realm,1631,3829
11573,Robert Evans,Dance with Destiny,1849,3301
11574,Laura Hernandez,Help,1602,315
11575,Randy Parker,Wonders of the World,1636,566
11576,Michael Martinez,River of Dreams,1889,4104
11577,William Doyle,Shac,1835,2853
11578,Ted Smith,Kite Runner,2011,4779
11579,Jeffrey Bowers,Secret Garden,1663,2113
11580,Patricia Meyer,Golden Child,1830,3910
11581,Robert Barrett,Lost Kingdom,1711,2761
11582,Randy Parker,Mask of Deception,1536,1602
11583,Charles Johnson,Forgotten Realm,1813,2129
11584,Lydia Martinez,Alchemist,1855,866
11585,Jacqueline Brown,Secret Key,1655,815
11586,Diana Terry,Handmaid's Tale,1917,2596
11587,Ann Henderson,Sands of Time,1774,1285
11588,Derrick Brady,Twist of Fate,1858,2768
11589,Wendy Walton,Dark Tower,1645,3521
11590,Connie Howell,Pirate's Treasure,1710,479
11591,Michelle Wis,Giver,1520,2234
11592,Tracey Walker,Enchanted Castle,1600,3039
11593,Victoria Brown,Help,1802,2881
11594,Leah Manning,Golden Child,1780,4559
11595,Deanna Owens,Enchanted Castle,1744,4514
11596,Tracey Walker,Girl with the Dragon Tattoo,1824,1501
11597,Rosemary Wright,Crown of Thorns,1615,1514
11598,Janet Baldwin,Secret Life of Bees,1568,2329
11599,Jacqueline Brown,Song of Ice and Fire,1939,2266
11600,Gregory Gibbs,Warrior's Heart,1593,4612
11601,Jacqueline Brown,Great Gatsby,1861,2421
11602,Kimberly Medina,Ruby Red Door,1982,2151
11603,Ernest Torres,Valley of Dreams,1649,3377
11604,John Ryan,Secret Society,1779,4730
11605,Diane Robbins,Queen's Necklace,1606,3786
11606,Robert Evans,Curse of the Pharaohs,1774,1857
11607,Lisa Rios,Lord of the Rings,1701,3724
11608,Timothy Griffin,Cursed Castle,2021,4068
11609,Robert Evans,Edge of Tomorrow,1934,3576
11610,Paul Graham,Fault in Our Stars,1668,3995
11611,Anthony Lee,Twist of Fate,1622,1391
11612,Michelle Johnson,Emerald Isle,1657,4666
11613,Leonard Stevenson,Dance with Destiny,1762,4519
11614,Paul White,Lighthouse Keeper,1840,2257
11615,Diane Robbins,Edge of Tomorrow,1982,2557
11616,Jessie Bowman,Witching Hour,1594,4628
11617,William Ortiz,Dragon's Eye,1646,833
11618,Robert Barrett,Warrior's Heart,1807,3598
11619,Linda Ward,Lost Kingdom,1568,2275
11620,Tyrone Evans,Shadow of the Moon,2017,4765
11621,Dana Huff,Blood Red Rose,1599,1579
11622,Charles Johnson,Forbidden Forest,1932,4780
11623,Delores Brown,Phantom of the Opera,1919,4189
11624,Howard Jenkins,Pirate's Treasure,1667,2560
11625,Rosemary Wright,Forbidden Forest,1701,805
11626,Judy Rose,Secrets We Keep,1510,4702
11627,Eva Wright,Queen's Gambit,1933,113
11628,Randy Parker,Clockwork Angel,1963,3823
11629,John Thomas,Midnight Garden,1946,811
11630,Ashley Doyle,Time Traveler's Wife,1604,4285
11631,Dana Huff,Girl with the Sapphire Eyes,1591,3704
11632,Ted Smith,Time Traveler's Wife,2013,1187
11633,Wilma Jackson,Lost Kingdom,1895,2185
11634,Rita Powell,Forbidden Forest,1557,184
11635,Evelyn Smith,Last Voyage,1878,4012
11636,Gary Johnson,Beyond the Horizon,1574,2286
11637,Albert Mills,Handmaid's Tale,1927,1257
11638,Maria Webb,Queen's Gambit,1822,1617
11639,Paul Graham,Phantom of the Opera,1812,2865
11640,Anthony Lee,Beyond the Horizon,1876,2388
11641,Diane Robbins,Golden Child,1753,4802
11642,Beatrice Ortiz,Catcher in the Rye,1770,1457
11643,Rita Powell,Maze Runner,1948,3629
11644,Carol Sullivan,Night Circus,1873,603
11645,Ella Harrison,Shades of Grey,1902,1553
11646,Eva Wright,Shadow of the Moon,1701,836
11647,Frances Rose,Song of Achilles,1730,270
11648,Michael Smith,Phantom of the Opera,1694,4398
11649,Tracey Walker,Martian,1863,3508
11650,Evelyn Smith,Golden Child,1662,175
11651,Wendy Walton,Valley of Dreams,1920,4974
11652,John Thomas,Crystal Caves,1500,1174
11653,Teresa Ray,Black Cat,1788,2044
11654,Paul White,Golden Compass,1692,759
11655,Gary Johnson,Dance with Destiny,1875,2526
11656,Timothy Griffin,Martian,1525,3048
11657,Barbara Farmer,Shac,1572,3936
11658,Ella Harrison,Mask of Deception,1745,930
11659,Michael Smith,Pirate's Treasure,1797,1254
11660,William Ortiz,Martian,1538,3948
11661,Ted Smith,Last Train Home,1569,3733
11662,Laura Hernandez,Road,2000,3619
11663,Michael Martinez,Golden Child,1609,784
11664,Patricia Simpson,Time Traveler's Wife,1763,4730
11665,William Doyle,Queen's Necklace,1686,1929
11666,Connie Howell,Mirror of Truth,1998,1973
11667,Cindy Gilbert,Enigma of Love,1990,3724
11668,Linda Ward,Midnight Garden,1523,3256
11669,Richard Freeman,Mask of Deception,1758,1344
11670,Michael Patterson,Wonders of the World,1876,4571
11671,Leonard Stevenson,Enchanted Princess,1659,2964
11672,Janet Baldwin,Forgotten Realm,1862,4787
11673,Daniel Craig,Book Thief,1724,3303
11674,Frances Rose,Secret Society,1758,4110
11675,Timothy Griffin,Queen's Necklace,1525,594
11676,Linda Ward,Mask of Deception,1922,2739
11677,Cindy Gilbert,Alchemist,1759,2965
11678,James Ross,Midnight Carnival,1654,4847
11679,Wendy Walton,Crown of Thorns,1754,352
11680,Eric Davis,Help,1784,538
11681,Kenneth May,Help,1735,4362
11682,Edward May,Lost City of Atlantis,1701,4617
11683,Delores Brown,Queen's Gambit,1740,440
11684,Robert Evans,Crown of Thorns,1860,552
11685,Ann Henderson,Song of Ice and Fire,1611,3965
11686,Jessie Bowman,Echoes of the Past,2007,3000
11687,Michelle Wis,Fault in Our Stars,1533,1392
11688,Evelyn Smith,Whispers in the Dark,1627,2183
11689,Laura Hernandez,Enigma of Love,1874,4085
11690,Diana Terry,Shadows of the Night,1883,2761
11691,Hazel Greer,Art of Deception,1763,2830
11692,Richard Garcia,Fault in Our Stars,1787,567
11693,Ernest Torres,Dragon's Lair,1533,4149
11694,Mary Graham,Lost City of Atlantis,1711,3544
11695,Michael Smith,Black Cat,1583,2200
11696,Erin Gonzales,In the Arms of the Sea,1587,4189
11697,James Hill,Road,1902,1230
11698,Charles Johnson,Enigma of Love,1795,4811
11699,Ann Henderson,Edge of Tomorrow,1730,594
11700,John Thomas,Fault in Our Stars,1919,279
11701,Kimberly Medina,Secret Garden,1653,1195
11702,Mary Abbott,Sands of Time,1745,3338
11703,Deanna Owens,Road,1978,1724
11704,Gregory Gibbs,Dragon's Roar,1775,1609
11705,Patrick Hall,Blood Red Rose,2011,4304
11706,William Ortiz,Black Cat,1688,2122
11707,Megan Knight,Echoes of the Past,1714,843
11708,Richard Freeman,Queen's Gambit,1908,2879
11709,Lisa Rios,Lost City of Atlantis,1963,968
11710,Jeffrey Bowers,Shades of Grey,2017,4121
11711,Ernest Torres,Lovely Bones,2022,3739
11712,Barbara Farmer,Silence of the Lambs,1552,676
11713,Tyrone Evans,Dark Tower,1858,917
11714,Maria Webb,Da Vinci Code,1991,406
11715,Christine Miles,Great Gatsby,1544,2660
11716,Edward May,Pirate's Treasure,1533,706
11717,William Hamilton,Crown of Thorns,1841,1251
11718,Juan Thompson,Shadow of the Moon,1837,2064
11719,Sandra Craig,Handmaid's Tale,1787,1597
11720,Charles Johnson,Whispers in the Dark,1714,2250
11721,Patricia Simpson,Whispers in the Dark,1921,946
11722,Anthony Davis,Crown of Thorns,1783,4798
11723,Mary Abbott,Knight's Code,1630,3772
11724,Sandra Craig,Knight's Code,1856,190
11725,Christine Miles,Glass Castle,1739,2726
11726,Michael Patterson,Secret Society,1580,3610
11727,Lisa Rios,Emerald City,2014,402
11728,Anthony Lee,Girl with the Dragon Tattoo,1758,3586
11729,John Thomas,Help,2011,1568
11730,John Thomas,Da Vinci Code,1694,3487
11731,Cindy Gilbert,Enigma of Love,1948,1834
11732,Jacqueline Brown,Mists of Avalon,1982,1332
11733,Jessie Bowman,Shadow of the Moon,2002,233
11734,Jacqueline Brown,Lost Kingdom,1735,497
11735,Anthony Lee,Silver Lining,1806,1842
11736,Jessie Bowman,Witch of Blackbird Pond,1922,3990
11737,Sherry Bennett,Blood of Our Fathers,1974,1558
11738,Lauren Holland,Secret Garden,1502,3520
11739,Wilma Jackson,White Queen,1608,142
11740,Megan Knight,Secret Garden,1713,1177
11741,Helen Hernandez,Enchanted Princess,1980,3203
11742,Juan Thompson,Secret Society,1940,3255
11743,Wilma Jackson,Mask of Deception,1800,4026
11744,Gary Johnson,Golden Compass,1802,3025
11745,Jessie Bowman,Kite Runner,1863,4948
11746,Victor Davis,Mirror of Truth,1827,3587
11747,Robert Evans,Secret Society,1589,2452
11748,Judy Rose,Midnight Serenade,1720,3791
11749,Charles Johnson,Song of Achilles,1946,3365
11750,Connie Howell,Dance with Destiny,1647,2560
11751,Juan Thompson,Enigma of Love,1540,2772
11752,Jeffrey Bowers,Great Gatsby,1684,3313
11753,Anthony Davis,Dark Tower,1853,2683
11754,Victor Davis,River of Dreams,1522,4624
11755,Wayne Morrison,Giver,1663,3211
11756,Diane Robbins,Lord of the Rings,1625,609
11757,William Ortiz,Dark Tower,1605,3607
11758,Derrick Brady,Art of Deception,1566,1238
11759,Patrick Hall,Echoes of the Past,1977,2656
11760,Erin Gonzales,Ruby Red Door,1547,1649
11761,Jeffrey Williams,Enchanted Castle,1896,1642
11762,Alberto Brown,Emerald Isle,1544,4328
11763,Michael Martinez,Dragon's Eye,1922,1248
11764,Thomas Cain,Giver,1994,464
11765,James Ross,Whispering Wind,1739,4751
11766,Michael Patterson,Knight's Code,1686,4392
11767,Tracey Walker,Maze Runner,1998,4481
11768,Ted Smith,Crown of Thorns,1641,2416
11769,Diane Robbins,Knight's Code,1875,2764
11770,Daniel Craig,Moonlit Path,1948,4808
11771,Sandra Craig,Crown of Thorns,1711,1487
11772,Ella Harrison,Crystal Caves,1751,4225
11773,Leah Manning,Emerald Isle,1504,4549
11774,Maria Webb,Mask of Deception,1793,4771
11775,Tyrone Evans,Great Gatsby,1835,3023
11776,Cindy Gilbert,Hunger Games,1819,2833
11777,Patricia Simpson,Shadows of the Night,1831,3959
11778,Daniel Craig,Silence of the Lambs,1607,724
11779,John Ryan,Last Voyage,1643,3737
11780,Frances Rose,Echoes of the Past,1849,2015
11781,Kevin Ellis,Midnight Serenade,1939,2613
11782,Victor Davis,Book of Miracles,1668,1335
11783,Michael Martinez,Secret Life of Bees,1846,1555
11784,Paul White,Art of Deception,1584,1346
11785,Randy Parker,Enchanted Princess,1719,3359
11786,Mary Graham,Phantom of the Opera,1544,894
11787,Leah Manning,In the Arms of the Sea,1800,4927
11788,Christine Miles,Dragon's Eye,1578,3029
11789,Virginia Jackson,Shadow of the Moon,1641,1621
11790,Victoria Brown,Midnight Carnival,1595,3364
11791,Richard Freeman,Fault in Our Stars,1890,3204
11792,Howard Jenkins,Book of Miracles,2015,4113
11793,Wilma Jackson,Maze Runner,1536,2171
11794,Nancy Horton,Cursed Castle,1988,3126
11795,Victor Davis,Island of Secrets,1983,694
11796,Eric Davis,Secrets We Keep,1928,2361
11797,Albert Mills,Hunger Games,1998,4268
11798,Rosemary Lucas,Silence of the Lambs,1897,3819
11799,Patricia Simpson,Fault in Our Stars,1938,3357
11800,Sherry Bennett,Whispering Wind,1801,751
11801,Hazel Greer,Glass Castle,1907,3376
11802,Diana Terry,Song of Achilles,1768,4619
11803,William Hamilton,Emerald Isle,1985,4194
11804,Janet Baldwin,Emerald Isle,1601,1578
11805,Edward May,Secret Key,1523,411
11806,Eva Wright,Lord of the Rings,1560,1422
11807,Linda Ward,Lighthouse Keeper,1733,4692
11808,Rosemary Lucas,Forbidden Forest,1605,1673
11809,Judy Rose,Dragon's Roar,1813,1015
11810,Paul Graham,Lost Kingdom,1955,1467
11811,Richard Freeman,Beyond the Horizon,1600,2540
11812,Teresa Ray,Silent Forest,1622,3416
